name,family,path,type,domain,declared_function,status,quality,contract,use,action,associated_files,notes
price-discount-impact.agent,.github/agents,.github/agents/cycle-10/price-discount-impact.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
process-bottleneck-alerter.agent,.github/agents,.github/agents/cycle-10/process-bottleneck-alerter.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
quota-attainment-tracker.agent,.github/agents,.github/agents/cycle-10/quota-attainment-tracker.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
territory-balancer.agent,.github/agents,.github/agents/cycle-10/territory-balancer.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
tool-roi-analyzer.agent,.github/agents,.github/agents/cycle-10/tool-roi-analyzer.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
validation-rule-enforcer.agent,.github/agents,.github/agents/cycle-10/validation-rule-enforcer.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
voice-pitch-grader.agent,.github/agents,.github/agents/cycle-10/voice-pitch-grader.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
webhook-monitor.agent,.github/agents,.github/agents/cycle-10/webhook-monitor.agent.md,prompt-manifest,cycle-10,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
ab-test-synthesizer.agent,.github/agents,.github/agents/cycle-11/ab-test-synthesizer.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
anomaly-detector.agent,.github/agents,.github/agents/cycle-11/anomaly-detector.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
arr-bridge-builder.agent,.github/agents,.github/agents/cycle-11/arr-bridge-builder.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
attribution-modeler.agent,.github/agents,.github/agents/cycle-11/attribution-modeler.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
audience-segment-discoverer.agent,.github/agents,.github/agents/cycle-11/audience-segment-discoverer.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
campaign-decay-predictor.agent,.github/agents,.github/agents/cycle-11/campaign-decay-predictor.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
churn-cohort-isolator.agent,.github/agents,.github/agents/cycle-11/churn-cohort-isolator.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
competitor-financial-scraper.agent,.github/agents,.github/agents/cycle-11/competitor-financial-scraper.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
dashboard-auto-freshener.agent,.github/agents,.github/agents/cycle-11/dashboard-auto-freshener.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
data-cleaning-bot.agent,.github/agents,.github/agents/cycle-11/data-cleaning-bot.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
feature-heatmapper.agent,.github/agents,.github/agents/cycle-11/feature-heatmapper.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
geospatial-expansion-mapper.agent,.github/agents,.github/agents/cycle-11/geospatial-expansion-mapper.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
journey-drop-off-locator.agent,.github/agents,.github/agents/cycle-11/journey-drop-off-locator.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
ltv-by-channel-calculator.agent,.github/agents,.github/agents/cycle-11/ltv-by-channel-calculator.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
macro-factor-tracker.agent,.github/agents,.github/agents/cycle-11/macro-factor-tracker.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
market-share-estimator.agent,.github/agents,.github/agents/cycle-11/market-share-estimator.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
media-mix-optimizer.agent,.github/agents,.github/agents/cycle-11/media-mix-optimizer.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
net-retention-modeler.agent,.github/agents,.github/agents/cycle-11/net-retention-modeler.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
pipeline-velocity-tracker.agent,.github/agents,.github/agents/cycle-11/pipeline-velocity-tracker.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
pricing-elasticity-tester.agent,.github/agents,.github/agents/cycle-11/pricing-elasticity-tester.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
process-flow-mapper.agent,.github/agents,.github/agents/cycle-11/process-flow-mapper.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
requirements-gatherer.agent,.github/agents,.github/agents/cycle-11/requirements-gatherer.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
scope-creep-detector.agent,.github/agents,.github/agents/cycle-11/scope-creep-detector.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
session-replay-summarizer.agent,.github/agents,.github/agents/cycle-11/session-replay-summarizer.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
sql-query-generator.agent,.github/agents,.github/agents/cycle-11/sql-query-generator.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
stakeholder-update-automator.agent,.github/agents,.github/agents/cycle-11/stakeholder-update-automator.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
stat-significance-tester.agent,.github/agents,.github/agents/cycle-11/stat-significance-tester.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
stickiness-tracker.agent,.github/agents,.github/agents/cycle-11/stickiness-tracker.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
strategic-kpi-aggregator.agent,.github/agents,.github/agents/cycle-11/strategic-kpi-aggregator.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
user-story-writer.agent,.github/agents,.github/agents/cycle-11/user-story-writer.agent.md,prompt-manifest,cycle-11,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
bad-debt-predictor.agent,.github/agents,.github/agents/cycle-12/bad-debt-predictor.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
cloud-spend-optimizer.agent,.github/agents,.github/agents/cycle-12/cloud-spend-optimizer.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
collection-agency-router.agent,.github/agents,.github/agents/cycle-12/collection-agency-router.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
contract-redliner.agent,.github/agents,.github/agents/cycle-12/contract-redliner.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
disputed-charge-aggregator.agent,.github/agents,.github/agents/cycle-12/disputed-charge-aggregator.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
dunning-automator.agent,.github/agents,.github/agents/cycle-12/dunning-automator.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
failed-payment-retrier.agent,.github/agents,.github/agents/cycle-12/failed-payment-retrier.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
instance-right-sizer.agent,.github/agents,.github/agents/cycle-12/instance-right-sizer.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
invoice-generator.agent,.github/agents,.github/agents/cycle-12/invoice-generator.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
ip-infringement-scraper.agent,.github/agents,.github/agents/cycle-12/ip-infringement-scraper.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
nda-auto-signer.agent,.github/agents,.github/agents/cycle-12/nda-auto-signer.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
payment-plan-negotiator.agent,.github/agents,.github/agents/cycle-12/payment-plan-negotiator.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
promise-to-pay-tracker.agent,.github/agents,.github/agents/cycle-12/promise-to-pay-tracker.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
proration-calculator.agent,.github/agents,.github/agents/cycle-12/proration-calculator.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
regulatory-change-alerter.agent,.github/agents,.github/agents/cycle-12/regulatory-change-alerter.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
risk-exposure-quantifier.agent,.github/agents,.github/agents/cycle-12/risk-exposure-quantifier.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
saas-license-auditor.agent,.github/agents,.github/agents/cycle-12/saas-license-auditor.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
tax-exemption-verifier.agent,.github/agents,.github/agents/cycle-12/tax-exemption-verifier.agent.md,prompt-manifest,cycle-12,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
accrual-engine.agent,.github/agents,.github/agents/cycle-13/accrual-engine.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
aging-report-sender.agent,.github/agents,.github/agents/cycle-13/aging-report-sender.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
audit-trail-builder.agent,.github/agents,.github/agents/cycle-13/audit-trail-builder.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
bank-reconciliation-bot.agent,.github/agents,.github/agents/cycle-13/bank-reconciliation-bot.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
bankruptcy-risk-monitor.agent,.github/agents,.github/agents/cycle-13/bankruptcy-risk-monitor.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
budget-variance-pinger.agent,.github/agents,.github/agents/cycle-13/budget-variance-pinger.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
cash-app-matcher.agent,.github/agents,.github/agents/cycle-13/cash-app-matcher.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
compliance-checklist-enforcer.agent,.github/agents,.github/agents/cycle-13/compliance-checklist-enforcer.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
credit-hold-releaser.agent,.github/agents,.github/agents/cycle-13/credit-hold-releaser.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
credit-limit-recommender.agent,.github/agents,.github/agents/cycle-13/credit-limit-recommender.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
credit-score-fetcher.agent,.github/agents,.github/agents/cycle-13/credit-score-fetcher.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
financial-ratio-calculator.agent,.github/agents,.github/agents/cycle-13/financial-ratio-calculator.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
gl-anomaly-detector.agent,.github/agents,.github/agents/cycle-13/gl-anomaly-detector.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
month-end-close-automator.agent,.github/agents,.github/agents/cycle-13/month-end-close-automator.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
multi-cloud-cost-modeler.agent,.github/agents,.github/agents/cycle-13/multi-cloud-cost-modeler.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
remittance-extractor.agent,.github/agents,.github/agents/cycle-13/remittance-extractor.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
trade-reference-checker.agent,.github/agents,.github/agents/cycle-13/trade-reference-checker.agent.md,prompt-manifest,cycle-13,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
address-proof-validator.agent,.github/agents,.github/agents/cycle-14/address-proof-validator.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
audit-prep-engine.agent,.github/agents,.github/agents/cycle-14/audit-prep-engine.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
chargeback-dispute-automator.agent,.github/agents,.github/agents/cycle-14/chargeback-dispute-automator.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
comms-surveillance-bot.agent,.github/agents,.github/agents/cycle-14/comms-surveillance-bot.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
crypto-tracing-bot.agent,.github/agents,.github/agents/cycle-14/crypto-tracing-bot.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
high-risk-jurisdiction-pinger.agent,.github/agents,.github/agents/cycle-14/high-risk-jurisdiction-pinger.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
id-verification-matcher.agent,.github/agents,.github/agents/cycle-14/id-verification-matcher.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
liveness-check-analyzer.agent,.github/agents,.github/agents/cycle-14/liveness-check-analyzer.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
money-mule-detector.agent,.github/agents,.github/agents/cycle-14/money-mule-detector.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
pep-screener.agent,.github/agents,.github/agents/cycle-14/pep-screener.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
policy-mapping-bot.agent,.github/agents,.github/agents/cycle-14/policy-mapping-bot.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
regulatory-training-tracker.agent,.github/agents,.github/agents/cycle-14/regulatory-training-tracker.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
sanctions-screener.agent,.github/agents,.github/agents/cycle-14/sanctions-screener.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
sar-drafter.agent,.github/agents,.github/agents/cycle-14/sar-drafter.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
synthetic-identity-detector.agent,.github/agents,.github/agents/cycle-14/synthetic-identity-detector.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
transaction-link-analyzer.agent,.github/agents,.github/agents/cycle-14/transaction-link-analyzer.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
ubo-mapper.agent,.github/agents,.github/agents/cycle-14/ubo-mapper.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
velocity-rule-engine.agent,.github/agents,.github/agents/cycle-14/velocity-rule-engine.agent.md,prompt-manifest,cycle-14,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
access-right-auditor.agent,.github/agents,.github/agents/cycle-15/access-right-auditor.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
alt-data-scorer.agent,.github/agents,.github/agents/cycle-15/alt-data-scorer.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
auto-decision-engine.agent,.github/agents,.github/agents/cycle-15/auto-decision-engine.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
capacity-modeler.agent,.github/agents,.github/agents/cycle-15/capacity-modeler.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
capital-adequacy-calculator.agent,.github/agents,.github/agents/cycle-15/capital-adequacy-calculator.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
central-bank-xml-generator.agent,.github/agents,.github/agents/cycle-15/central-bank-xml-generator.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
deadline-tracker.agent,.github/agents,.github/agents/cycle-15/deadline-tracker.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
default-probability-modeler.agent,.github/agents,.github/agents/cycle-15/default-probability-modeler.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
device-fingerprint-matcher.agent,.github/agents,.github/agents/cycle-15/device-fingerprint-matcher.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
false-positive-reducer.agent,.github/agents,.github/agents/cycle-15/false-positive-reducer.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
incident-post-mortem-drafter.agent,.github/agents,.github/agents/cycle-15/incident-post-mortem-drafter.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
limit-decrease-recommender.agent,.github/agents,.github/agents/cycle-15/limit-decrease-recommender.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
liquidity-ratio-monitor.agent,.github/agents,.github/agents/cycle-15/liquidity-ratio-monitor.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
process-walkthrough-automator.agent,.github/agents,.github/agents/cycle-15/process-walkthrough-automator.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
remediation-plan-tracker.agent,.github/agents,.github/agents/cycle-15/remediation-plan-tracker.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
sla-escalator.agent,.github/agents,.github/agents/cycle-15/sla-escalator.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
stress-test-modeler.agent,.github/agents,.github/agents/cycle-15/stress-test-modeler.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
transaction-hold-reviewer.agent,.github/agents,.github/agents/cycle-15/transaction-hold-reviewer.agent.md,prompt-manifest,cycle-15,﻿,Confuso,Ruim,Parcial,Morto,Remover,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md, README.md",mojibake
implementer.agent,.github/agents,.github/agents/implementer.agent.md,prompt-manifest,agents,﻿,Confuso,Ruim,Inexistente,Potencial,Consolidar,"CAPABILIDADES_100.md, VERTICAL_PERSONAS.md",mojibake
